type;n;k;comps;swaps
ExperimentalSelect7;200;7;1643;719
ExperimentalSelect9;200;9;1592;789
ExperimentalSelect3;200;3;1259;541
ExperimentalSelect5;200;5;1582;654
ExperimentalSelect7;200;7;1803;847
ExperimentalSelect9;200;9;2466;1040
ExperimentalSelect3;200;3;848;375
ExperimentalSelect5;200;5;1256;500
ExperimentalSelect7;200;7;1864;831
ExperimentalSelect9;200;9;2416;1121
ExperimentalSelect3;200;3;1584;627
ExperimentalSelect5;200;5;1457;659
ExperimentalSelect7;200;7;1317;663
ExperimentalSelect9;200;9;2517;1018
ExperimentalSelect3;200;3;1058;497
ExperimentalSelect5;200;5;1091;533
ExperimentalSelect7;200;7;1908;812
ExperimentalSelect9;200;9;2425;1099
ExperimentalSelect3;200;3;1354;619
ExperimentalSelect5;200;5;1580;603
ExperimentalSelect7;200;7;1312;602
ExperimentalSelect9;200;9;2501;1050
ExperimentalSelect3;200;3;1297;569
ExperimentalSelect5;200;5;1459;709
ExperimentalSelect7;200;7;1997;892
ExperimentalSelect9;200;9;2510;1094
ExperimentalSelect3;200;3;1334;554
ExperimentalSelect5;200;5;1559;670
ExperimentalSelect7;200;7;2093;936
ExperimentalSelect9;200;9;2194;923
ExperimentalSelect3;200;3;1236;574
ExperimentalSelect5;200;5;1572;647
ExperimentalSelect7;200;7;1984;857
ExperimentalSelect9;200;9;2244;987
ExperimentalSelect3;200;3;1250;526
ExperimentalSelect5;200;5;1617;644
ExperimentalSelect7;200;7;1913;856
ExperimentalSelect9;200;9;2408;924
ExperimentalSelect3;200;3;1657;669
ExperimentalSelect5;200;5;1541;665
ExperimentalSelect7;200;7;1744;776
ExperimentalSelect9;200;9;2322;1021
ExperimentalSelect3;200;3;1076;475
ExperimentalSelect5;200;5;1427;628
ExperimentalSelect7;200;7;1877;784
ExperimentalSelect9;200;9;1993;862
ExperimentalSelect3;200;3;1256;501
ExperimentalSelect5;200;5;1603;640
ExperimentalSelect7;200;7;2148;882
ExperimentalSelect9;200;9;2281;966
ExperimentalSelect3;200;3;1130;476
ExperimentalSelect5;200;5;1585;715
ExperimentalSelect7;200;7;1610;758
ExperimentalSelect9;200;9;2170;950
ExperimentalSelect3;200;3;899;381
ExperimentalSelect5;200;5;1084;515
ExperimentalSelect7;200;7;1860;836
ExperimentalSelect9;200;9;2709;1133
ExperimentalSelect3;200;3;1011;495
ExperimentalSelect5;200;5;1550;716
ExperimentalSelect7;200;7;2230;864
ExperimentalSelect9;200;9;2235;935
ExperimentalSelect3;200;3;816;380
ExperimentalSelect5;200;5;1419;612
ExperimentalSelect7;200;7;2026;788
ExperimentalSelect9;200;9;2343;1051
ExperimentalSelect3;200;3;1314;577
ExperimentalSelect5;200;5;1492;681
ExperimentalSelect7;200;7;1756;766
ExperimentalSelect9;200;9;2407;1045
ExperimentalSelect3;200;3;1155;514
ExperimentalSelect5;200;5;1755;640
ExperimentalSelect7;200;7;1367;585
ExperimentalSelect9;200;9;2537;1007
ExperimentalSelect3;200;3;1202;554
ExperimentalSelect5;200;5;1486;707
ExperimentalSelect7;200;7;2011;851
ExperimentalSelect9;200;9;2347;1126
ExperimentalSelect3;200;3;1386;572
ExperimentalSelect5;200;5;1566;692
ExperimentalSelect7;200;7;1847;771
ExperimentalSelect9;200;9;3148;1185
ExperimentalSelect3;200;3;1368;585
ExperimentalSelect5;200;5;1286;608
ExperimentalSelect7;200;7;1865;825
ExperimentalSelect9;200;9;2541;1107
ExperimentalSelect3;200;3;1194;547
ExperimentalSelect5;200;5;1419;622
ExperimentalSelect7;200;7;1894;826
ExperimentalSelect9;200;9;1712;751
ExperimentalSelect3;300;3;2012;889
ExperimentalSelect5;300;5;2584;1135
ExperimentalSelect7;300;7;3220;1375
ExperimentalSelect9;300;9;3730;1679
ExperimentalSelect3;300;3;2294;894
ExperimentalSelect5;300;5;2891;1193
ExperimentalSelect7;300;7;2789;1248
ExperimentalSelect9;300;9;3688;1451
ExperimentalSelect3;300;3;1772;727
ExperimentalSelect5;300;5;2742;1062
ExperimentalSelect7;300;7;2850;1238
ExperimentalSelect9;300;9;3791;1553
ExperimentalSelect3;300;3;2233;870
ExperimentalSelect5;300;5;2305;1086
ExperimentalSelect7;300;7;3125;1445
ExperimentalSelect9;300;9;3835;1648
ExperimentalSelect3;300;3;2047;816
ExperimentalSelect5;300;5;2957;1248
ExperimentalSelect7;300;7;3180;1411
ExperimentalSelect9;300;9;3869;1650
ExperimentalSelect3;300;3;1833;860
ExperimentalSelect5;300;5;2612;1136
ExperimentalSelect7;300;7;2877;1260
ExperimentalSelect9;300;9;3592;1530
ExperimentalSelect3;300;3;1702;750
ExperimentalSelect5;300;5;2562;1090
ExperimentalSelect7;300;7;3012;1370
ExperimentalSelect9;300;9;3766;1520
ExperimentalSelect3;300;3;2215;860
ExperimentalSelect5;300;5;2462;1008
ExperimentalSelect7;300;7;3179;1300
ExperimentalSelect9;300;9;4185;1685
ExperimentalSelect3;300;3;1952;829
ExperimentalSelect5;300;5;2793;1202
ExperimentalSelect7;300;7;2817;1235
ExperimentalSelect9;300;9;3570;1521
ExperimentalSelect3;300;3;2156;924
ExperimentalSelect5;300;5;2317;1010
ExperimentalSelect7;300;7;3607;1413
ExperimentalSelect9;300;9;4745;1828
ExperimentalSelect3;300;3;1815;719
ExperimentalSelect5;300;5;2686;1103
ExperimentalSelect7;300;7;3025;1333
ExperimentalSelect9;300;9;4091;1678
ExperimentalSelect3;300;3;2248;937
ExperimentalSelect5;300;5;2436;1033
ExperimentalSelect7;300;7;3159;1349
ExperimentalSelect9;300;9;3334;1398
ExperimentalSelect3;300;3;2023;885
ExperimentalSelect5;300;5;2102;971
ExperimentalSelect7;300;7;2746;1166
ExperimentalSelect9;300;9;3641;1538
ExperimentalSelect3;300;3;1817;723
ExperimentalSelect5;300;5;2889;1160
ExperimentalSelect7;300;7;2978;1311
ExperimentalSelect9;300;9;3534;1562
ExperimentalSelect3;300;3;1778;747
ExperimentalSelect5;300;5;2797;1139
ExperimentalSelect7;300;7;3172;1341
ExperimentalSelect9;300;9;3534;1480
ExperimentalSelect3;300;3;2250;924
ExperimentalSelect5;300;5;2838;1310
ExperimentalSelect7;300;7;2931;1226
ExperimentalSelect9;300;9;3610;1481
ExperimentalSelect3;300;3;1938;792
ExperimentalSelect5;300;5;2707;1070
ExperimentalSelect7;300;7;3211;1310
ExperimentalSelect9;300;9;4044;1688
ExperimentalSelect3;300;3;1708;782
ExperimentalSelect5;300;5;2593;1021
ExperimentalSelect7;300;7;2822;1224
ExperimentalSelect9;300;9;3372;1469
ExperimentalSelect3;300;3;2283;905
ExperimentalSelect5;300;5;2390;918
ExperimentalSelect7;300;7;3171;1311
ExperimentalSelect9;300;9;3983;1601
ExperimentalSelect3;300;3;1660;662
ExperimentalSelect5;300;5;2313;953
ExperimentalSelect7;300;7;3072;1267
ExperimentalSelect9;300;9;3116;1367
ExperimentalSelect3;300;3;1720;723
ExperimentalSelect5;300;5;2466;977
ExperimentalSelect7;300;7;3067;1263
ExperimentalSelect9;300;9;3401;1540
ExperimentalSelect3;300;3;1832;834
ExperimentalSelect5;300;5;2208;990
ExperimentalSelect7;300;7;3017;1305
ExperimentalSelect9;300;9;4089;1789
ExperimentalSelect3;300;3;1994;810
ExperimentalSelect5;300;5;3117;1384
ExperimentalSelect7;300;7;2885;1249
ExperimentalSelect9;300;9;3496;1473
ExperimentalSelect3;300;3;2104;884
ExperimentalSelect5;300;5;3025;1301
ExperimentalSelect7;300;7;2797;1219
ExperimentalSelect9;300;9;3329;1593
ExperimentalSelect3;300;3;1691;779
ExperimentalSelect5;300;5;2670;1169
ExperimentalSelect7;300;7;2983;1357
ExperimentalSelect9;300;9;3637;1584
ExperimentalSelect3;300;3;2159;857
ExperimentalSelect5;300;5;2478;1105
ExperimentalSelect7;300;7;3101;1378
ExperimentalSelect9;300;9;3928;1629
ExperimentalSelect3;300;3;1624;744
ExperimentalSelect5;300;5;2872;1182
ExperimentalSelect7;300;7;2956;1308
ExperimentalSelect9;300;9;3508;1652
ExperimentalSelect3;300;3;2264;924
ExperimentalSelect5;300;5;2399;1093
ExperimentalSelect7;300;7;2672;1146
ExperimentalSelect9;300;9;4174;1657
ExperimentalSelect3;300;3;2280;866
ExperimentalSelect5;300;5;3238;1311
ExperimentalSelect7;300;7;3102;1293
ExperimentalSelect9;300;9;3732;1600
ExperimentalSelect3;300;3;1654;707
ExperimentalSelect5;300;5;2207;991
ExperimentalSelect7;300;7;3163;1266
ExperimentalSelect9;300;9;3428;1553
ExperimentalSelect3;300;3;1978;803
ExperimentalSelect5;300;5;2910;1236
ExperimentalSelect7;300;7;3346;1456
ExperimentalSelect9;300;9;4779;1897
ExperimentalSelect3;300;3;2443;975
ExperimentalSelect5;300;5;2467;1047
ExperimentalSelect7;300;7;2528;1107
ExperimentalSelect9;300;9;3957;1725
ExperimentalSelect3;300;3;2131;954
ExperimentalSelect5;300;5;2724;1165
ExperimentalSelect7;300;7;3595;1475
ExperimentalSelect9;300;9;3788;1549
ExperimentalSelect3;300;3;1719;745
ExperimentalSelect5;300;5;2714;1090
ExperimentalSelect7;300;7;2810;1182
ExperimentalSelect9;300;9;3794;1607
ExperimentalSelect3;300;3;2127;785
ExperimentalSelect5;300;5;2615;1087
ExperimentalSelect7;300;7;3449;1389
ExperimentalSelect9;300;9;4030;1611
ExperimentalSelect3;300;3;1823;741
ExperimentalSelect5;300;5;2700;1164
ExperimentalSelect7;300;7;3554;1471
ExperimentalSelect9;300;9;4014;1674
ExperimentalSelect3;300;3;1813;739
ExperimentalSelect5;300;5;2652;1004
ExperimentalSelect7;300;7;3030;1369
ExperimentalSelect9;300;9;3707;1554
ExperimentalSelect3;300;3;1889;867
ExperimentalSelect5;300;5;2760;1190
ExperimentalSelect7;300;7;2906;1273
ExperimentalSelect9;300;9;3503;1555
ExperimentalSelect3;300;3;1800;836
ExperimentalSelect5;300;5;2234;1050
ExperimentalSelect7;300;7;3021;1214
ExperimentalSelect9;300;9;3759;1682
ExperimentalSelect3;300;3;1908;782
ExperimentalSelect5;300;5;2510;1068
ExperimentalSelect7;300;7;3169;1331
ExperimentalSelect9;300;9;4253;1757
ExperimentalSelect3;300;3;1911;799
ExperimentalSelect5;300;5;2314;1039
ExperimentalSelect7;300;7;2956;1303
ExperimentalSelect9;300;9;3722;1699
ExperimentalSelect3;300;3;2135;905
ExperimentalSelect5;300;5;2533;1119
ExperimentalSelect7;300;7;2648;1222
ExperimentalSelect9;300;9;5129;1895
ExperimentalSelect3;300;3;1908;828
ExperimentalSelect5;300;5;2358;1125
ExperimentalSelect7;300;7;3034;1364
ExperimentalSelect9;300;9;4004;1749
ExperimentalSelect3;300;3;1888;815
ExperimentalSelect5;300;5;2586;1150
ExperimentalSelect7;300;7;3019;1375
ExperimentalSelect9;300;9;3702;1572
ExperimentalSelect3;300;3;2326;940
ExperimentalSelect5;300;5;2280;1054
ExperimentalSelect7;300;7;2662;1230
ExperimentalSelect9;300;9;3738;1475
ExperimentalSelect3;300;3;2209;879
ExperimentalSelect5;300;5;2283;987
ExperimentalSelect7;300;7;2997;1260
ExperimentalSelect9;300;9;3422;1480
ExperimentalSelect3;300;3;1910;706
ExperimentalSelect5;300;5;2290;1094
ExperimentalSelect7;300;7;2968;1247
ExperimentalSelect9;300;9;4060;1700
ExperimentalSelect3;300;3;1972;853
ExperimentalSelect5;300;5;2657;1107
ExperimentalSelect7;300;7;3136;1279
ExperimentalSelect9;300;9;3502;1593
ExperimentalSelect3;300;3;2009;900
ExperimentalSelect5;300;5;2217;1016
ExperimentalSelect7;300;7;2705;1221
ExperimentalSelect9;300;9;3308;1524
ExperimentalSelect3;300;3;1961;809
ExperimentalSelect5;300;5;2444;1067
ExperimentalSelect7;300;7;3152;1320
ExperimentalSelect9;300;9;4111;1732
ExperimentalSelect3;300;3;1630;706
ExperimentalSelect5;300;5;2889;1204
ExperimentalSelect7;300;7;3016;1309
ExperimentalSelect9;300;9;4212;1723
ExperimentalSelect3;300;3;1957;768
ExperimentalSelect5;300;5;2170;867
ExperimentalSelect7;300;7;2978;1274
ExperimentalSelect9;300;9;3561;1564
ExperimentalSelect3;300;3;2276;889
ExperimentalSelect5;300;5;2989;1238
ExperimentalSelect7;300;7;3326;1340
ExperimentalSelect9;300;9;4118;1717
ExperimentalSelect3;300;3;1729;775
ExperimentalSelect5;300;5;2253;927
ExperimentalSelect7;300;7;3005;1331
ExperimentalSelect9;300;9;3816;1717
ExperimentalSelect3;300;3;2152;852
ExperimentalSelect5;300;5;2274;979
ExperimentalSelect7;300;7;2940;1221
ExperimentalSelect9;300;9;3623;1516
ExperimentalSelect3;300;3;1830;793
ExperimentalSelect5;300;5;2531;1065
ExperimentalSelect7;300;7;3182;1291
ExperimentalSelect9;300;9;3643;1682
ExperimentalSelect3;300;3;2047;778
ExperimentalSelect5;300;5;2993;1300
ExperimentalSelect7;300;7;2682;1170
ExperimentalSelect9;300;9;3653;1475
ExperimentalSelect3;300;3;2033;822
ExperimentalSelect5;300;5;2825;1284
ExperimentalSelect7;300;7;3097;1345
ExperimentalSelect9;300;9;3839;1576
ExperimentalSelect3;300;3;1802;754
ExperimentalSelect5;300;5;2600;1060
ExperimentalSelect7;300;7;3019;1309
ExperimentalSelect9;300;9;4271;1676
ExperimentalSelect3;300;3;1832;685
ExperimentalSelect5;300;5;2660;1144
ExperimentalSelect7;300;7;2942;1139
ExperimentalSelect9;300;9;3754;1530
ExperimentalSelect3;300;3;1851;855
ExperimentalSelect5;300;5;2509;1136
ExperimentalSelect7;300;7;3109;1308
ExperimentalSelect9;300;9;3121;1400
ExperimentalSelect3;300;3;1456;697
ExperimentalSelect5;300;5;2470;977
ExperimentalSelect7;300;7;3008;1327
ExperimentalSelect9;300;9;3000;1316
ExperimentalSelect3;300;3;2417;987
ExperimentalSelect5;300;5;2513;1146
ExperimentalSelect7;300;7;3157;1373
ExperimentalSelect9;300;9;3700;1507
ExperimentalSelect3;300;3;1757;837
ExperimentalSelect5;300;5;2663;1162
ExperimentalSelect7;300;7;2827;1201
ExperimentalSelect9;300;9;3782;1532
ExperimentalSelect3;300;3;1743;824
ExperimentalSelect5;300;5;3047;1210
ExperimentalSelect7;300;7;3123;1280
ExperimentalSelect9;300;9;3746;1698
ExperimentalSelect3;300;3;1969;774
ExperimentalSelect5;300;5;2777;1127
ExperimentalSelect7;300;7;3435;1486
ExperimentalSelect9;300;9;3837;1554
ExperimentalSelect3;300;3;1948;759
ExperimentalSelect5;300;5;2845;1238
ExperimentalSelect7;300;7;3292;1420
ExperimentalSelect9;300;9;3501;1499
ExperimentalSelect3;300;3;1902;908
ExperimentalSelect5;300;5;2584;1107
ExperimentalSelect7;300;7;2987;1335
ExperimentalSelect9;300;9;3927;1736
ExperimentalSelect3;300;3;2728;1134
ExperimentalSelect5;300;5;2705;1215
ExperimentalSelect7;300;7;2917;1316
ExperimentalSelect9;300;9;4072;1701
ExperimentalSelect3;300;3;1881;805
ExperimentalSelect5;300;5;2594;1038
ExperimentalSelect7;300;7;3186;1269
ExperimentalSelect9;300;9;3950;1623
ExperimentalSelect3;300;3;1903;757
ExperimentalSelect5;300;5;2539;1083
ExperimentalSelect7;300;7;3384;1346
ExperimentalSelect9;300;9;3404;1431
ExperimentalSelect3;300;3;2054;823
ExperimentalSelect5;300;5;2356;999
ExperimentalSelect7;300;7;2999;1327
ExperimentalSelect9;300;9;3818;1549
ExperimentalSelect3;300;3;1979;837
ExperimentalSelect5;300;5;2559;1064
ExperimentalSelect7;300;7;2599;1140
ExperimentalSelect9;300;9;3564;1593
ExperimentalSelect3;300;3;2422;1021
ExperimentalSelect5;300;5;2907;1311
ExperimentalSelect7;300;7;3153;1400
ExperimentalSelect9;300;9;3903;1709
ExperimentalSelect3;300;3;1952;806
ExperimentalSelect5;300;5;2292;962
ExperimentalSelect7;300;7;3267;1307
ExperimentalSelect9;300;9;3608;1529
ExperimentalSelect3;300;3;2084;880
ExperimentalSelect5;300;5;2515;1120
ExperimentalSelect7;300;7;3012;1268
ExperimentalSelect9;300;9;3686;1601
ExperimentalSelect3;300;3;1770;727
ExperimentalSelect5;300;5;2384;1016
ExperimentalSelect7;300;7;3075;1285
ExperimentalSelect9;300;9;3805;1647
ExperimentalSelect3;300;3;2137;925
ExperimentalSelect5;300;5;2085;928
ExperimentalSelect7;300;7;2806;1384
ExperimentalSelect9;300;9;3417;1607
ExperimentalSelect3;300;3;2080;805
ExperimentalSelect5;300;5;2359;1023
ExperimentalSelect7;300;7;3230;1410
ExperimentalSelect9;300;9;3810;1589
ExperimentalSelect3;300;3;1537;716
ExperimentalSelect5;300;5;2632;1080
ExperimentalSelect7;300;7;2997;1253
ExperimentalSelect9;300;9;3431;1508
ExperimentalSelect3;300;3;2426;1019
ExperimentalSelect5;300;5;2293;984
ExperimentalSelect7;300;7;2555;1181
ExperimentalSelect9;300;9;3381;1380
ExperimentalSelect3;300;3;1462;652
ExperimentalSelect5;300;5;2374;1121
ExperimentalSelect7;300;7;2840;1212
ExperimentalSelect9;300;9;3548;1520
ExperimentalSelect3;300;3;2709;1256
ExperimentalSelect5;300;5;2555;1018
ExperimentalSelect7;300;7;3248;1269
ExperimentalSelect9;300;9;4711;1865
ExperimentalSelect3;300;3;1573;719
ExperimentalSelect5;300;5;2646;1132
ExperimentalSelect7;300;7;3313;1285
ExperimentalSelect9;300;9;3751;1523
ExperimentalSelect3;300;3;2046;863
ExperimentalSelect5;300;5;3225;1423
ExperimentalSelect7;300;7;2828;1202
ExperimentalSelect9;300;9;4079;1704
ExperimentalSelect3;300;3;2123;861
ExperimentalSelect5;300;5;2574;1113
ExperimentalSelect7;300;7;3036;1237
ExperimentalSelect9;300;9;3703;1582
ExperimentalSelect3;300;3;1759;712
ExperimentalSelect5;300;5;2156;1056
ExperimentalSelect7;300;7;2645;1118
ExperimentalSelect9;300;9;3125;1326
ExperimentalSelect3;300;3;1908;755
ExperimentalSelect5;300;5;2553;1065
ExperimentalSelect7;300;7;2890;1288
ExperimentalSelect9;300;9;3563;1560
ExperimentalSelect3;300;3;1907;796
ExperimentalSelect5;300;5;2695;1149
ExperimentalSelect7;300;7;2731;1225
ExperimentalSelect9;300;9;3546;1527
ExperimentalSelect3;300;3;2122;909
ExperimentalSelect5;300;5;2391;1053
ExperimentalSelect7;300;7;2628;1196
ExperimentalSelect9;300;9;3538;1535
ExperimentalSelect3;300;3;2311;1083
ExperimentalSelect5;300;5;2288;1018
ExperimentalSelect7;300;7;2976;1363
ExperimentalSelect9;300;9;3932;1715
ExperimentalSelect3;300;3;1819;791
ExperimentalSelect5;300;5;2734;1095
ExperimentalSelect7;300;7;3067;1228
ExperimentalSelect9;300;9;4186;1600
ExperimentalSelect3;300;3;2094;906
ExperimentalSelect5;300;5;2465;1078
ExperimentalSelect7;300;7;2839;1271
ExperimentalSelect9;300;9;4038;1711
ExperimentalSelect3;300;3;1927;827
ExperimentalSelect5;300;5;2472;1127
ExperimentalSelect7;300;7;2958;1269
ExperimentalSelect9;300;9;4020;1607
ExperimentalSelect3;300;3;1844;824
ExperimentalSelect5;300;5;2695;1119
ExperimentalSelect7;300;7;2999;1248
ExperimentalSelect9;300;9;3409;1418
ExperimentalSelect3;300;3;2597;1090
ExperimentalSelect5;300;5;2795;1179
ExperimentalSelect7;300;7;2981;1304
ExperimentalSelect9;300;9;3912;1687
ExperimentalSelect3;300;3;1921;778
ExperimentalSelect5;300;5;2418;1049
ExperimentalSelect7;300;7;2922;1317
ExperimentalSelect9;300;9;3776;1618
ExperimentalSelect3;300;3;2008;771
ExperimentalSelect5;300;5;2364;1053
ExperimentalSelect7;300;7;3082;1346
ExperimentalSelect9;300;9;3611;1642
ExperimentalSelect3;300;3;2109;959
ExperimentalSelect5;300;5;2256;982
ExperimentalSelect7;300;7;3502;1383
ExperimentalSelect9;300;9;3405;1508
ExperimentalSelect3;300;3;2173;907
ExperimentalSelect5;300;5;2492;1046
ExperimentalSelect7;300;7;2879;1286
ExperimentalSelect9;300;9;4180;1760
ExperimentalSelect3;400;3;2783;1150
ExperimentalSelect5;400;5;3253;1461
ExperimentalSelect7;400;7;5131;2074
ExperimentalSelect9;400;9;4482;1991
ExperimentalSelect3;400;3;2177;977
ExperimentalSelect5;400;5;3302;1452
ExperimentalSelect7;400;7;4881;2056
ExperimentalSelect9;400;9;4613;1976
ExperimentalSelect3;400;3;2186;996
ExperimentalSelect5;400;5;3947;1768
ExperimentalSelect7;400;7;3915;1735
ExperimentalSelect9;400;9;4390;1913
ExperimentalSelect3;400;3;2345;1067
ExperimentalSelect5;400;5;2827;1297
ExperimentalSelect7;400;7;4326;2021
ExperimentalSelect9;400;9;4427;1969
ExperimentalSelect3;400;3;2853;1071
ExperimentalSelect5;400;5;3409;1448
ExperimentalSelect7;400;7;4805;2013
ExperimentalSelect9;400;9;4679;1945
ExperimentalSelect3;400;3;2541;1060
ExperimentalSelect5;400;5;3313;1454
ExperimentalSelect7;400;7;4292;1744
ExperimentalSelect9;400;9;4229;1835
ExperimentalSelect3;400;3;2422;972
ExperimentalSelect5;400;5;2986;1310
ExperimentalSelect7;400;7;7984;3464
ExperimentalSelect9;400;9;4804;1966
ExperimentalSelect3;400;3;2295;999
ExperimentalSelect5;400;5;3073;1261
ExperimentalSelect7;400;7;4358;1897
ExperimentalSelect9;400;9;4721;1935
ExperimentalSelect3;400;3;2454;1135
ExperimentalSelect5;400;5;3335;1438
ExperimentalSelect7;400;7;4618;1840
ExperimentalSelect9;400;9;5051;2012
ExperimentalSelect3;400;3;2770;1215
ExperimentalSelect5;400;5;3357;1485
ExperimentalSelect7;400;7;5766;2592
ExperimentalSelect9;400;9;4470;2002
ExperimentalSelect3;400;3;2530;1037
ExperimentalSelect5;400;5;3645;1560
ExperimentalSelect7;400;7;5891;2634
ExperimentalSelect9;400;9;4386;1902
ExperimentalSelect3;400;3;2475;1001
ExperimentalSelect5;400;5;3129;1282
ExperimentalSelect7;400;7;4252;1704
ExperimentalSelect9;400;9;4513;1911
ExperimentalSelect3;400;3;3137;1303
ExperimentalSelect5;400;5;3229;1447
ExperimentalSelect7;400;7;4683;2020
ExperimentalSelect9;400;9;3897;1827
ExperimentalSelect3;400;3;2636;1158
ExperimentalSelect5;400;5;3578;1402
ExperimentalSelect7;400;7;4652;1927
ExperimentalSelect9;400;9;3888;1786
ExperimentalSelect3;400;3;2725;1143
ExperimentalSelect5;400;5;3496;1401
ExperimentalSelect7;400;7;4850;2042
ExperimentalSelect9;400;9;4988;2101
ExperimentalSelect3;400;3;2788;1268
ExperimentalSelect5;400;5;3317;1411
ExperimentalSelect7;400;7;4182;1684
ExperimentalSelect9;400;9;5072;2060
ExperimentalSelect3;400;3;3452;1540
ExperimentalSelect5;400;5;3296;1331
ExperimentalSelect7;400;7;4658;1983
ExperimentalSelect9;400;9;4602;1954
ExperimentalSelect3;400;3;3071;1295
ExperimentalSelect5;400;5;3571;1510
ExperimentalSelect7;400;7;5542;2393
ExperimentalSelect9;400;9;4670;2035
ExperimentalSelect3;400;3;2178;1051
ExperimentalSelect5;400;5;3434;1532
ExperimentalSelect7;400;7;4128;1697
ExperimentalSelect9;400;9;4673;1991
ExperimentalSelect3;400;3;2776;1176
ExperimentalSelect5;400;5;3461;1424
ExperimentalSelect7;400;7;4314;1895
ExperimentalSelect9;400;9;4423;1924
ExperimentalSelect3;400;3;3585;1463
