type;n;m;comps;swaps
select;6000;1475;45483;20380
randomSelect;6000;1475;15735;5586
select;6000;1475;47760;20462
randomSelect;6000;1475;22020;15622
select;6000;1475;44812;20426
randomSelect;6000;1475;26212;10538
select;6000;1475;46838;19625
randomSelect;6000;1475;12636;6264
select;6000;1475;46293;20704
randomSelect;6000;1475;19540;8359
select;6000;1475;48457;21085
randomSelect;6000;1475;17215;8717
select;6000;1475;47054;20404
randomSelect;6000;1475;16509;4626
select;6000;1475;48306;20077
randomSelect;6000;1475;27644;19648
select;6000;1475;49335;20779
randomSelect;6000;1475;17960;7912
select;6000;1475;45158;20234
randomSelect;6000;1475;20234;10049
select;6000;1475;50211;22419
randomSelect;6000;1475;14351;6632
select;6000;1475;44668;20183
randomSelect;6000;1475;12811;5679
select;6000;1475;45206;20655
randomSelect;6000;1475;23983;15590
select;6000;1475;58154;24711
randomSelect;6000;1475;12511;2842
select;6000;1475;43362;20374
randomSelect;6000;1475;16862;10799
select;6000;1475;48993;20089
randomSelect;6000;1475;14629;7151
select;6000;1475;48966;21535
randomSelect;6000;1475;31001;14180
select;6000;1475;44177;20507
randomSelect;6000;1475;22963;15591
select;6000;1475;50098;20632
randomSelect;6000;1475;17353;7881
select;6000;1475;47515;22694
randomSelect;6000;1475;13415;2927
select;6000;1475;49122;21058
randomSelect;6000;1475;19995;11439
select;6000;1475;48068;20329
randomSelect;6000;1475;19737;6912
select;6000;1475;48715;20720
randomSelect;6000;1475;16134;4841
select;6000;1475;45441;20151
randomSelect;6000;1475;23311;12751
select;6000;1475;46420;20402
randomSelect;6000;1475;21396;12078
select;6000;1475;47804;19903
randomSelect;6000;1475;23121;11671
select;6000;1475;49905;20277
randomSelect;6000;1475;22969;11451
select;6000;1475;47265;20494
randomSelect;6000;1475;31116;16128
select;6000;1475;48527;20357
randomSelect;6000;1475;12442;7428
select;6000;1475;46070;19949
randomSelect;6000;1475;32908;21737
select;6000;1475;48659;20303
randomSelect;6000;1475;10908;3687
select;6000;1475;49528;20542
randomSelect;6000;1475;22579;8623
select;6000;1475;46949;20515
randomSelect;6000;1475;13756;5794
select;6000;1475;49222;20547
randomSelect;6000;1475;8169;3316
select;6000;1475;45374;19796
randomSelect;6000;1475;19482;11360
select;6000;1475;48304;19886
randomSelect;6000;1475;22541;12406
select;6000;1475;49665;21508
randomSelect;6000;1475;21292;9539
select;6000;1475;46213;20693
randomSelect;6000;1475;11642;5207
select;6000;1475;50107;20657
randomSelect;6000;1475;20780;8228
select;6000;1475;49877;22038
randomSelect;6000;1475;19163;9801
select;6000;1475;46260;20606
randomSelect;6000;1475;20275;10849
select;6000;1475;50955;20466
randomSelect;6000;1475;22032;10744
select;6000;1475;50777;22732
randomSelect;6000;1475;12029;6481
select;6000;1475;46761;20560
randomSelect;6000;1475;15265;8909
select;6000;1475;50407;20533
randomSelect;6000;1475;17662;7977
select;6000;1475;50984;20617
randomSelect;6000;1475;19292;12565
select;6000;1475;44251;20377
randomSelect;6000;1475;23480;12729
select;6000;1475;44124;20159
randomSelect;6000;1475;14416;8052
select;6000;1475;45922;20582
randomSelect;6100;2873;15777;7656
select;6100;2873;48163;20910
randomSelect;6100;2873;25759;14018
select;6100;2873;46491;19932
randomSelect;6100;2873;24216;10838
select;6100;2873;44750;20538
randomSelect;6100;2873;19285;6516
select;6100;2873;49128;20110
randomSelect;6100;2873;22546;5658
select;6100;2873;51687;21019
randomSelect;6100;2873;21555;11710
select;6100;2873;43224;20004
randomSelect;6100;2873;25342;14267
select;6100;2873;48964;20693
randomSelect;6100;2873;18081;10442
select;6100;2873;50950;20658
randomSelect;6100;2873;17624;7329
select;6100;2873;48560;21475
randomSelect;6100;2873;15750;6649
select;6100;2873;46605;21169
randomSelect;6100;2873;10858;4158
select;6100;2873;47125;20956
randomSelect;6100;2873;15908;8867
select;6100;2873;44378;20281
randomSelect;6100;2873;21925;8228
select;6100;2873;48745;20310
randomSelect;6100;2873;28063;16791
select;6100;2873;48885;21476
randomSelect;6100;2873;21847;10290
select;6100;2873;47991;20979
randomSelect;6100;2873;22747;12839
select;6100;2873;52148;20793
randomSelect;6100;2873;10610;6716
select;6100;2873;47414;19528
randomSelect;6100;2873;12795;7566
select;6100;2873;44079;20212
randomSelect;6100;2873;21701;7358
select;6100;2873;45467;20137
randomSelect;6100;2873;13970;6830
select;6100;2873;47032;20406
randomSelect;6100;2873;29626;10927
select;6100;2873;48354;20767
randomSelect;6100;2873;24328;13710
select;6100;2873;48275;19725
randomSelect;6100;2873;14435;9102
select;6100;2873;45493;21404
randomSelect;6100;2873;17848;7326
select;6100;2873;48118;20780
randomSelect;6100;2873;14450;5520
select;6100;2873;44037;20086
randomSelect;6100;2873;31569;14847
select;6100;2873;50618;20823
randomSelect;6100;2873;14119;8403
select;6100;2873;46859;21250
randomSelect;6100;2873;16870;4266
select;6100;2873;44683;19600
randomSelect;6100;2873;18242;6222
select;6100;2873;43915;19176
randomSelect;6100;2873;23451;12195
select;6100;2873;49665;19983
randomSelect;6100;2873;21002;8494
select;6100;2873;50731;21023
randomSelect;6100;2873;24175;13217
select;6100;2873;51141;21817
randomSelect;6100;2873;34513;20250
select;6100;2873;47975;21010
randomSelect;6100;2873;15213;5917
select;6100;2873;47272;20745
randomSelect;6100;2873;11742;7121
select;6100;2873;44121;20347
randomSelect;6100;2873;13312;4881
select;6100;2873;53318;21177
randomSelect;6100;2873;26331;13311
select;6100;2873;52807;22485
randomSelect;6100;2873;27479;13043
select;6100;2873;50287;20947
randomSelect;6100;2873;20860;9148
select;6100;2873;53826;21056
randomSelect;6100;2873;18765;10468
select;6100;2873;52145;20437
randomSelect;6100;2873;38360;21622
select;6100;2873;52355;21003
randomSelect;6100;2873;26832;11163
select;6100;2873;47161;20868
randomSelect;6100;2873;22577;10209
select;6100;2873;50092;20507
randomSelect;6100;2873;31288;20711
select;6100;2873;39680;18225
randomSelect;6100;2873;12653;5557
select;6100;2873;47481;20178
randomSelect;6100;2873;19428;4691
select;6100;2873;45692;20035
randomSelect;6100;2873;15458;8229
select;6100;2873;51620;21325
randomSelect;6100;2873;25196;11447
select;6100;2873;49417;20439
randomSelect;6100;2873;22684;13354
select;6100;2873;48397;20834
randomSelect;6100;2873;15076;3388
select;6100;2873;45014;20980
randomSelect;6100;2873;14166;5549
select;6100;2873;50987;22413
randomSelect;6100;2873;17944;5611
select;6100;2873;49151;21001
randomSelect;6100;2873;21290;10977
select;6100;2873;45512;20134
randomSelect;6100;2873;16464;7027
select;6100;2873;48832;21884
randomSelect;6100;2873;18430;5750
select;6100;2873;51167;20093
randomSelect;6100;2873;27416;16752
select;6100;2873;48525;20573
randomSelect;6100;2873;19589;10807
select;6100;2873;50581;20737
randomSelect;6100;2873;25562;11163
select;6100;2873;52217;21273
randomSelect;6100;2873;16723;12502
select;6100;2873;48733;22002
randomSelect;6100;2873;29030;20425
select;6100;2873;47400;22309
randomSelect;6100;2873;27786;14376
select;6100;2873;50150;20213
randomSelect;6100;2873;13638;6662
select;6100;2873;46366;20407
randomSelect;6100;2873;15021;7667
select;6100;2873;50312;21204
randomSelect;6100;2873;24440;12541
select;6100;2873;49044;20757
randomSelect;6100;2873;23233;13070
select;6100;2873;46289;20120
randomSelect;6100;2873;15937;7368
select;6100;2873;48439;21264
randomSelect;6100;2873;16187;9670
select;6100;2873;49711;20880
randomSelect;6100;2873;18423;10207
select;6100;2873;47205;20615
randomSelect;6100;2873;20482;8761
select;6100;2873;63501;27724
randomSelect;6100;2873;18688;9307
select;6100;2873;45311;19428
randomSelect;6100;2873;13534;5048
select;6100;2873;46829;21491
randomSelect;6100;2873;20341;11275
select;6100;2873;49024;21172
randomSelect;6100;2873;39074;17567
select;6100;2873;44375;19315
randomSelect;6100;2873;20329;12734
select;6100;2873;49589;20699
randomSelect;6100;2873;13489;7089
select;6100;2873;51722;21049
randomSelect;6100;2873;23321;12401
select;6100;2873;48016;20936
randomSelect;6100;2873;20986;7813
select;6100;2873;49268;21012
randomSelect;6100;2873;19057;5106
select;6100;2873;52192;20398
randomSelect;6100;2873;20129;13593
select;6100;2873;48812;20117
randomSelect;6100;2873;17936;9619
select;6100;2873;44953;19599
randomSelect;6100;2873;24448;5688
select;6100;2873;47422;19685
randomSelect;6100;2873;22351;10143
select;6100;2873;45742;21256
randomSelect;6100;2873;23677;12553
select;6100;2873;49704;21626
randomSelect;6100;2873;29665;13354
select;6100;2873;44199;19662
randomSelect;6100;2873;30265;13971
select;6100;2873;50240;20491
randomSelect;6100;2873;13895;6203
select;6100;2873;45147;19862
randomSelect;6100;2873;23744;11751
select;6100;2873;53794;22184
randomSelect;6100;2873;21351;12660
select;6100;2873;48099;20653
randomSelect;6100;2873;14600;7951
select;6100;2873;45630;18817
randomSelect;6100;2873;14763;6909
select;6100;2873;51051;20726
randomSelect;6100;2873;27179;17789
select;6100;2873;48346;20388
randomSelect;6100;2873;11957;4320
select;6100;2873;40466;19092
randomSelect;6100;2873;27167;12055
select;6100;2873;46152;20821
randomSelect;6100;2873;13137;7622
select;6100;2873;49474;20471
randomSelect;6100;2873;16910;5815
select;6100;2873;46149;19897
randomSelect;6100;2873;29687;14418
select;6100;2873;47960;20566
randomSelect;6100;2873;15073;5975
select;6100;2873;48193;20721
randomSelect;6100;2873;21912;15774
select;6100;2873;49616;20489
randomSelect;6100;2873;22477;8863
select;6100;2873;47559;20239
randomSelect;6100;2873;13387;6553
select;6100;2873;48582;20235
randomSelect;6200;2462;31024;10602
select;6200;2462;45810;20246
randomSelect;6200;2462;22070;13780
select;6200;2462;53207;21551
randomSelect;6200;2462;15971;6537
select;6200;2462;45464;21064
randomSelect;6200;2462;17669;9418
select;6200;2462;49901;20585
randomSelect;6200;2462;17999;3931
select;6200;2462;49283;21528
randomSelect;6200;2462;28930;11637
select;6200;2462;46745;20704
randomSelect;6200;2462;16504;7751
select;6200;2462;54218;21801
randomSelect;6200;2462;22272;10954
select;6200;2462;44693;20472
randomSelect;6200;2462;28912;7972
select;6200;2462;49149;20453
randomSelect;6200;2462;20729;11239
select;6200;2462;49330;20473
randomSelect;6200;2462;17404;6924
select;6200;2462;48554;20532
randomSelect;6200;2462;14590;10860
select;6200;2462;47848;20921
randomSelect;6200;2462;17575;9094
select;6200;2462;53001;21471
randomSelect;6200;2462;20012;12783
select;6200;2462;50903;21280
randomSelect;6200;2462;22692;15001
select;6200;2462;50427;21155
randomSelect;6200;2462;15880;4626
select;6200;2462;51836;21805
randomSelect;6200;2462;15667;8440
select;6200;2462;57996;26079
randomSelect;6200;2462;19017;4886
select;6200;2462;44635;20444
randomSelect;6200;2462;23006;15589
select;6200;2462;50813;21821
randomSelect;6200;2462;21495;14263
select;6200;2462;48086;21109
randomSelect;6200;2462;21554;8424
select;6200;2462;52082;21848
randomSelect;6200;2462;26193;6551
select;6200;2462;46381;20371
randomSelect;6200;2462;14264;5201
select;6200;2462;48440;21885
randomSelect;6200;2462;24417;12251
select;6200;2462;49915;20323
randomSelect;6200;2462;13542;5922
select;6200;2462;52314;21413
randomSelect;6200;2462;11840;5387
select;6200;2462;45943;20083
randomSelect;6200;2462;29384;19245
select;6200;2462;45730;20168
randomSelect;6200;2462;33583;18520
select;6200;2462;52991;20773
randomSelect;6200;2462;22897;11151
select;6200;2462;49564;21651
randomSelect;6200;2462;20373;11589
select;6200;2462;50282;20843
randomSelect;6200;2462;17698;13211
select;6200;2462;50366;21218
randomSelect;6200;2462;28221;18328
select;6200;2462;51848;21049
randomSelect;6200;2462;15126;6161
select;6200;2462;50243;21324
randomSelect;6200;2462;14492;8154
select;6200;2462;52906;20738
randomSelect;6200;2462;17767;8904
select;6200;2462;48491;20584
randomSelect;6200;2462;25853;14452
select;6200;2462;47030;21264
randomSelect;6200;2462;25537;12712
select;6200;2462;46005;20072
randomSelect;6200;2462;12540;6911
select;6200;2462;53485;21160
randomSelect;6200;2462;22846;12136
select;6200;2462;43218;20278
randomSelect;6200;2462;16122;9596
select;6200;2462;48843;21323
randomSelect;6200;2462;21365;12429
select;6200;2462;47086;20545
randomSelect;6200;2462;13835;9230
select;6200;2462;49994;19714
randomSelect;6200;2462;14583;6348
select;6200;2462;47571;21597
randomSelect;6200;2462;24365;9346
select;6200;2462;49087;21141
randomSelect;6200;2462;17834;9390
select;6200;2462;50078;21710
randomSelect;6200;2462;25130;13215
select;6200;2462;62778;27725
randomSelect;6200;2462;20290;10941
select;6200;2462;50563;20857
randomSelect;6200;2462;30609;15053
select;6200;2462;48254;21177
randomSelect;6200;2462;32648;15767
select;6200;2462;48323;21501
randomSelect;6200;2462;14674;7184
select;6200;2462;44468;20227
randomSelect;6200;2462;27819;12635
select;6200;2462;44285;20349
randomSelect;6200;2462;21177;11374
select;6200;2462;48574;21295
randomSelect;6200;2462;13244;7780
select;6200;2462;49711;21237
randomSelect;6200;2462;24324;12574
select;6200;2462;51449;20943
randomSelect;6200;2462;18725;9523
select;6200;2462;47843;20652
randomSelect;6200;2462;16838;6995
select;6200;2462;53188;21700
randomSelect;6200;2462;25565;8813
select;6200;2462;48801;21063
randomSelect;6200;2462;29637;19745
select;6200;2462;49002;21390
randomSelect;6200;2462;23314;13242
select;6200;2462;50009;20986
randomSelect;6200;2462;21352;10732
select;6200;2462;49332;20579
randomSelect;6200;2462;14002;6045
select;6200;2462;48274;21033
randomSelect;6200;2462;17613;13466
select;6200;2462;51192;21129
randomSelect;6200;2462;14772;9299
select;6200;2462;50005;21096
randomSelect;6200;2462;15524;6229
select;6200;2462;53104;20788
randomSelect;6200;2462;15650;7596
select;6200;2462;59974;25651
randomSelect;6200;2462;25417;10858
select;6200;2462;45713;20992
randomSelect;6200;2462;31990;22503
select;6200;2462;47673;20801
randomSelect;6200;2462;36903;13564
select;6200;2462;44816;20756
randomSelect;6200;2462;12334;7112
select;6200;2462;45947;21456
randomSelect;6200;2462;12239;6602
select;6200;2462;49688;22090
randomSelect;6200;2462;17059;9533
select;6200;2462;47542;21089
randomSelect;6200;2462;22710;13865
select;6200;2462;49511;20852
randomSelect;6200;2462;23294;13720
select;6200;2462;49674;21643
randomSelect;6200;2462;25252;7526
select;6200;2462;48844;21098
randomSelect;6200;2462;13371;8102
select;6200;2462;48700;21073
randomSelect;6200;2462;14436;9746
select;6200;2462;44966;20696
randomSelect;6200;2462;21529;13603
select;6200;2462;47648;21561
randomSelect;6200;2462;21932;12595
select;6200;2462;50876;21224
randomSelect;6200;2462;17635;8299
select;6200;2462;48836;20692
randomSelect;6200;2462;20478;7807
select;6200;2462;50323;20991
randomSelect;6200;2462;22437;8337
select;6200;2462;46671;22034
randomSelect;6200;2462;21143;14414
select;6200;2462;45921;20154
randomSelect;6200;2462;19346;11705
select;6200;2462;47324;20165
randomSelect;6200;2462;19419;14782
select;6200;2462;52407;21132
randomSelect;6200;2462;16107;8568
select;6200;2462;51306;22998
randomSelect;6200;2462;23861;13803
select;6200;2462;48402;20449
randomSelect;6200;2462;10526;4991
select;6200;2462;46417;20985
randomSelect;6200;2462;12747;5160
select;6200;2462;52744;21163
randomSelect;6200;2462;22491;13681
select;6200;2462;49980;21062
randomSelect;6200;2462;13328;5145
select;6200;2462;46955;20778
randomSelect;6200;2462;14032;6425
select;6200;2462;58754;26754
randomSelect;6200;2462;15796;9049
select;6200;2462;47973;21476
randomSelect;6200;2462;25058;11103
select;6200;2462;48432;20899
randomSelect;6200;2462;15553;4755
select;6200;2462;47248;20763
randomSelect;6200;2462;13003;7236
select;6200;2462;48538;21804
randomSelect;6200;2462;20878;11135
select;6200;2462;51726;20669
randomSelect;6200;2462;15598;6785
select;6200;2462;49549;21192
randomSelect;6200;2462;21193;7493
select;6200;2462;47174;20746
randomSelect;6200;2462;17134;8568
select;6200;2462;49305;21841
randomSelect;6200;2462;20442;11725
select;6200;2462;50050;20982
randomSelect;6300;4862;28157;11325
select;6300;4862;50965;22475
randomSelect;6300;4862;22274;12522
select;6300;4862;49174;21280
randomSelect;6300;4862;19367;12801
select;6300;4862;51665;21647
randomSelect;6300;4862;12599;7511
select;6300;4862;49236;20720
randomSelect;6300;4862;16122;8762
select;6300;4862;54840;23959
randomSelect;6300;4862;17566;8897
select;6300;4862;48280;21825
randomSelect;6300;4862;17543;5257
select;6300;4862;50289;20556
randomSelect;6300;4862;18174;8021
select;6300;4862;49203;22076
randomSelect;6300;4862;25586;6177
select;6300;4862;49830;21458
randomSelect;6300;4862;12504;8226
select;6300;4862;53696;21275
randomSelect;6300;4862;21820;7589
select;6300;4862;48202;20768
randomSelect;6300;4862;20344;9163
select;6300;4862;51631;20880
randomSelect;6300;4862;15909;7662
select;6300;4862;49856;22273
randomSelect;6300;4862;25350;10783
select;6300;4862;47264;22555
randomSelect;6300;4862;20924;6532
select;6300;4862;51744;20455
randomSelect;6300;4862;14884;8139
select;6300;4862;57330;26052
randomSelect;6300;4862;24776;8061
select;6300;4862;51887;22128
randomSelect;6300;4862;16456;8579
select;6300;4862;59315;23854
randomSelect;6300;4862;26711;16994
select;6300;4862;49929;21729
randomSelect;6300;4862;25581;8395
select;6300;4862;51399;21166
randomSelect;6300;4862;23778;16251
select;6300;4862;50862;21803
randomSelect;6300;4862;11983;7065
select;6300;4862;51917;22074
randomSelect;6300;4862;18732;8200
select;6300;4862;46919;21927
randomSelect;6300;4862;17002;8082
select;6300;4862;58664;25290
randomSelect;6300;4862;32338;23303
select;6300;4862;50809;22247
randomSelect;6300;4862;29710;8751
select;6300;4862;52947;20910
randomSelect;6300;4862;21136;8116
select;6300;4862;55983;22793
randomSelect;6300;4862;18757;7634
select;6300;4862;49859;20460
randomSelect;6300;4862;14854;8213
select;6300;4862;45438;21300
randomSelect;6300;4862;16604;6722
select;6300;4862;52195;21840
randomSelect;6300;4862;17167;13059
select;6300;4862;54625;22038
randomSelect;6300;4862;25156;15013
select;6300;4862;46498;20601
randomSelect;6300;4862;21107;8450
select;6300;4862;50407;22848
randomSelect;6300;4862;17070;6303
select;6300;4862;54481;21366
randomSelect;6300;4862;13423;7054
select;6300;4862;46109;22291
randomSelect;6300;4862;14174;6411
select;6300;4862;49455;21752
randomSelect;6300;4862;24087;10805
select;6300;4862;52826;22427
randomSelect;6300;4862;17224;7060
select;6300;4862;50526;22445
randomSelect;6300;4862;27130;11904
select;6300;4862;49927;21513
randomSelect;6300;4862;19986;10764
select;6300;4862;55177;21022
randomSelect;6300;4862;12508;6751
select;6300;4862;47017;20495
randomSelect;6300;4862;14502;9805
select;6300;4862;55563;22130
randomSelect;6300;4862;21934;10479
select;6300;4862;52308;22226
randomSelect;6300;4862;16159;8909
select;6300;4862;51651;22610
randomSelect;6300;4862;19439;9451
select;6300;4862;48841;22369
randomSelect;6300;4862;26069;5564
select;6300;4862;49085;22252
randomSelect;6300;4862;26974;12363
select;6300;4862;52173;21988
randomSelect;6300;4862;19616;8052
select;6300;4862;51561;24406
randomSelect;6300;4862;9984;5831
select;6300;4862;55819;24324
randomSelect;6300;4862;17102;5524
select;6300;4862;51219;22033
randomSelect;6300;4862;10751;6597
select;6300;4862;56653;23006
randomSelect;6300;4862;12974;6438
select;6300;4862;48465;21151
randomSelect;6300;4862;24682;11238
select;6300;4862;48953;21902
randomSelect;6300;4862;11923;8893
select;6300;4862;48591;21977
randomSelect;6300;4862;13512;7723
select;6300;4862;47316;20561
randomSelect;6300;4862;13227;7053
select;6300;4862;48831;22091
randomSelect;6300;4862;19924;9266
select;6300;4862;63875;26885
randomSelect;6300;4862;24952;15402
select;6300;4862;50572;21573
randomSelect;6300;4862;21516;6794
select;6300;4862;46031;21384
randomSelect;6300;4862;30933;13694
select;6300;4862;52927;22286
randomSelect;6300;4862;14514;6658
select;6300;4862;49384;22568
randomSelect;6300;4862;36320;16835
select;6300;4862;57743;24916
randomSelect;6300;4862;24303;14636
select;6300;4862;51899;20393
randomSelect;6300;4862;20272;10281
select;6300;4862;52187;20643
randomSelect;6300;4862;16048;8527
select;6300;4862;55776;21924
randomSelect;6300;4862;17541;8539
select;6300;4862;51934;20181
randomSelect;6300;4862;9286;5642
select;6300;4862;53462;21685
randomSelect;6300;4862;10966;8120
select;6300;4862;49465;21197
randomSelect;6300;4862;15772;6777
select;6300;4862;48826;22768
randomSelect;6300;4862;14718;11344
select;6300;4862;47775;21693
randomSelect;6300;4862;12448;6417
select;6300;4862;48776;23089
randomSelect;6300;4862;14209;10552
select;6300;4862;47551;21977
randomSelect;6300;4862;18075;7495
select;6300;4862;55123;23188
randomSelect;6300;4862;17856;13187
select;6300;4862;55138;21808
randomSelect;6300;4862;13202;7959
select;6300;4862;46918;21212
randomSelect;6300;4862;14070;6640
select;6300;4862;54023;23016
randomSelect;6300;4862;33114;14188
select;6300;4862;50766;21134
randomSelect;6300;4862;24904;15213
select;6300;4862;45074;22217
randomSelect;6300;4862;10614;6451
select;6300;4862;50608;23068
randomSelect;6300;4862;19204;11889
select;6300;4862;53130;22297
randomSelect;6300;4862;18178;8624
select;6300;4862;50029;22809
randomSelect;6300;4862;14448;8628
select;6300;4862;46433;20556
randomSelect;6300;4862;12100;7069
select;6300;4862;52356;20818
randomSelect;6300;4862;20726;13012
select;6300;4862;51986;21310
randomSelect;6300;4862;19415;13663
select;6300;4862;48255;20970
randomSelect;6300;4862;24263;11127
select;6300;4862;48131;23125
randomSelect;6300;4862;24754;6021
select;6300;4862;75601;31191
randomSelect;6300;4862;24959;18307
select;6300;4862;53663;21388
randomSelect;6300;4862;9802;6436
select;6300;4862;47822;21688
randomSelect;6300;4862;18958;10258
select;6300;4862;51581;22252
randomSelect;6300;4862;10654;6680
select;6300;4862;50729;22130
randomSelect;6300;4862;15468;10914
select;6300;4862;47888;21961
randomSelect;6300;4862;20155;13078
select;6300;4862;53569;21462
randomSelect;6300;4862;12330;5685
select;6300;4862;45859;21274
randomSelect;6300;4862;16579;6880
select;6300;4862;47316;21331
randomSelect;6300;4862;21374;13325
select;6300;4862;50245;21066
randomSelect;6300;4862;16564;12604
select;6300;4862;50513;20714
randomSelect;6300;4862;17373;6202
select;6300;4862;52638;20918
randomSelect;6300;4862;16752;9763
select;6300;4862;53863;25023
randomSelect;6300;4862;16228;6788
select;6300;4862;50888;20647
randomSelect;6400;1124;11067;5287
select;6400;1124;56533;24258
randomSelect;6400;1124;20755;12877
select;6400;1124;50059;22721
randomSelect;6400;1124;19970;10576
select;6400;1124;55490;22871
randomSelect;6400;1124;28243;16928
select;6400;1124;50136;22069
randomSelect;6400;1124;15370;2266
select;6400;1124;52239;22202
randomSelect;6400;1124;16821;9796
select;6400;1124;59392;23657
randomSelect;6400;1124;32186;17227
select;6400;1124;67416;27781
randomSelect;6400;1124;16522;8523
select;6400;1124;53664;22214
randomSelect;6400;1124;18482;9441
select;6400;1124;56574;24243
randomSelect;6400;1124;21112;13880
select;6400;1124;53221;22270
randomSelect;6400;1124;21414;8667
select;6400;1124;55039;21630
randomSelect;6400;1124;24677;16387
select;6400;1124;59968;24186
randomSelect;6400;1124;12850;4956
select;6400;1124;49209;22506
randomSelect;6400;1124;16719;7442
select;6400;1124;59530;26163
randomSelect;6400;1124;16247;7230
select;6400;1124;60837;24355
randomSelect;6400;1124;21231;10581
select;6400;1124;49157;22972
randomSelect;6400;1124;19556;11425
select;6400;1124;48495;22364
randomSelect;6400;1124;21252;9535
select;6400;1124;54240;22830
randomSelect;6400;1124;14634;4568
select;6400;1124;58301;23706
randomSelect;6400;1124;25134;16294
select;6400;1124;55250;24478
randomSelect;6400;1124;17256;9925
select;6400;1124;56435;22589
randomSelect;6400;1124;9024;3004
select;6400;1124;54354;21175
randomSelect;6400;1124;19593;9228
select;6400;1124;52693;22629
randomSelect;6400;1124;12083;6038
select;6400;1124;66817;27089
randomSelect;6400;1124;17780;4886
select;6400;1124;57607;25220
randomSelect;6400;1124;24778;11104
select;6400;1124;50630;21948
randomSelect;6400;1124;16543;7307
select;6400;1124;50964;22270
randomSelect;6400;1124;19344;9592
select;6400;1124;53224;22289
randomSelect;6400;1124;13451;4087
select;6400;1124;51863;21268
randomSelect;6400;1124;27116;15263
select;6400;1124;50527;20892
randomSelect;6400;1124;24938;9718
select;6400;1124;57240;23952
randomSelect;6400;1124;17282;4512
select;6400;1124;55443;22590
randomSelect;6400;1124;30802;23878
select;6400;1124;53795;22571
randomSelect;6400;1124;13557;5559
select;6400;1124;55192;21765
randomSelect;6400;1124;21249;11089
select;6400;1124;49194;21643
randomSelect;6400;1124;14375;7357
select;6400;1124;55027;22049
randomSelect;6400;1124;16197;10358
select;6400;1124;50331;22121
randomSelect;6400;1124;21679;11207
select;6400;1124;51438;22087
randomSelect;6400;1124;23222;15275
select;6400;1124;55918;22437
randomSelect;6400;1124;18403;9879
select;6400;1124;59147;23334
randomSelect;6400;1124;31499;24542
select;6400;1124;52096;22224
randomSelect;6400;1124;12102;5012
select;6400;1124;53162;23637
randomSelect;6400;1124;14205;4611
select;6400;1124;55315;23312
randomSelect;6400;1124;22006;10357
select;6400;1124;55580;22827
randomSelect;6400;1124;14163;2937
select;6400;1124;62420;25289
randomSelect;6400;1124;24703;9643
select;6400;1124;50575;22485
randomSelect;6400;1124;12168;4084
select;6400;1124;51460;23169
randomSelect;6400;1124;14900;8844
select;6400;1124;58701;23216
randomSelect;6400;1124;10403;4048
select;6400;1124;52571;21777
randomSelect;6400;1124;9450;3472
select;6400;1124;54945;23352
randomSelect;6400;1124;22538;10090
select;6400;1124;50587;22107
randomSelect;6400;1124;24815;8363
select;6400;1124;53470;22684
randomSelect;6400;1124;16857;5738
select;6400;1124;56159;22402
randomSelect;6400;1124;12493;3769
select;6400;1124;53185;22326
randomSelect;6400;1124;15533;4007
select;6400;1124;50113;23042
randomSelect;6400;1124;17796;8162
select;6400;1124;55071;22667
randomSelect;6400;1124;19506;11310
select;6400;1124;53449;22953
randomSelect;6400;1124;12759;6308
select;6400;1124;53097;21824
randomSelect;6400;1124;16866;11210
select;6400;1124;57527;23654
randomSelect;6400;1124;8801;2831
select;6400;1124;51806;21582
randomSelect;6400;1124;15249;6791
select;6400;1124;53906;22717
randomSelect;6400;1124;13230;7490
select;6400;1124;54104;22253
randomSelect;6400;1124;21997;10992
select;6400;1124;48613;22354
randomSelect;6400;1124;16824;3547
select;6400;1124;51453;22195
randomSelect;6400;1124;12352;5375
select;6400;1124;56008;22836
randomSelect;6400;1124;14973;8275
select;6400;1124;57292;24063
randomSelect;6400;1124;9426;3185
select;6400;1124;48669;21733
randomSelect;6400;1124;17349;9657
select;6400;1124;57240;26391
randomSelect;6400;1124;23119;7982
select;6400;1124;53392;23534
randomSelect;6400;1124;11974;4578
select;6400;1124;52707;22909
randomSelect;6400;1124;15114;9024
select;6400;1124;57247;23868
randomSelect;6400;1124;13487;6711
select;6400;1124;59883;23772
randomSelect;6400;1124;24914;12853
select;6400;1124;54279;24546
randomSelect;6400;1124;14084;6437
select;6400;1124;58389;23401
randomSelect;6400;1124;16755;10521
select;6400;1124;47060;20630
randomSelect;6400;1124;14144;8403
select;6400;1124;51911;21239
randomSelect;6400;1124;34060;23699
select;6400;1124;50244;22089
randomSelect;6400;1124;27818;12050
select;6400;1124;53815;21410
randomSelect;6400;1124;26734;13767
select;6400;1124;54704;23400
randomSelect;6400;1124;11099;3476
select;6400;1124;50978;21589
randomSelect;6400;1124;20513;12764
select;6400;1124;53083;22929
randomSelect;6400;1124;12610;3355
select;6400;1124;55560;22595
randomSelect;6400;1124;24543;11648
select;6400;1124;55558;23241
randomSelect;6400;1124;12763;6213
select;6400;1124;56629;25720
randomSelect;6400;1124;17496;8673
select;6400;1124;53595;24202
randomSelect;6400;1124;20764;2940
select;6400;1124;50248;20667
randomSelect;6400;1124;18449;7306
select;6400;1124;64287;27972
randomSelect;6400;1124;24648;16282
select;6400;1124;51152;21888
randomSelect;6400;1124;17290;6808
