type;n;comps;swaps;time
select9;42100;421195.0;237290.96;1.2484725427627563
select3;42200;455482.22;208276.92;1.6012349194288253
select5;42200;403130.82;196659.48;1.3400341767072677
select7;42200;404146.24;213379.76;1.2711549413204193
select9;42200;419734.66;239223.12;1.2533443170785903
select3;42300;452284.42;209173.86;1.6078108781576157
select5;42300;406329.56;197537.42;1.3485083609819413
select7;42300;402045.16;213513.52;1.2688357400894166
select9;42300;423505.34;240536.76;1.2589918625354768
select3;42400;454717.04;209412.04;1.606543401479721
select5;42400;404232.94;196381.8;1.3445361351966858
select7;42400;407175.06;214693.64;1.2766946589946746
select9;42400;424237.96;241864.62;1.2621783411502838
select3;42500;460405.94;209316.06;1.6256264013051986
select5;42500;402624.98;196925.2;1.3519113397598266
select7;42500;406838.14;215079.28;1.2842008984088897
select9;42500;426402.48;241984.36;1.273682798743248
select3;42600;460315.82;210882.44;1.6215317392349242
select5;42600;403947.86;198309.26;1.3504149204492568
select7;42600;404126.62;213895.44;1.2788735610246658
select9;42600;423732.32;243620.76;1.268385997414589
select3;42700;458510.6;210922.46;1.619491760134697
select5;42700;408662.4;198639.88;1.3536560589075088
select7;42700;402696.94;213886.62;1.2742701983451843
select9;42700;427920.54;244938.44;1.2723826813697814
select3;42800;461493.54;211444.16;1.6216245025396347
select5;42800;405697.3;198408.76;1.3500630795955657
select7;42800;408790.86;216152.12;1.2975106984376907
select9;42800;428812.02;243733.24;1.272320961356163
select3;42900;461445.94;211890.08;1.6234263223409653
select5;42900;404671.88;198040.06;1.34735781788826
select7;42900;413152.04;215819.4;1.2833270227909088
select9;42900;430049.66;243434.68;1.2729332584142685
select3;43000;467339.88;212805.46;1.631903377175331
select5;43000;409994.2;199893.12;1.369276824593544
select7;43000;411028.5;217072.02;1.286983277797699
select9;43000;430777.28;244259.68;1.2794796413183211
select3;43100;462779.56;212760.78;1.624679958820343
select5;43100;408963.5;201155.14;1.3621913605928422
select7;43100;412657.34;216795.28;1.290444540977478
select9;43100;432070.1;245533.74;1.280460739135742
select3;43200;467191.88;214274.96;1.6376714622974395
select5;43200;412341.22;201612.12;1.3666453021764755
select7;43200;415097.46;217804.74;1.2921901798248292
select9;43200;435446.14;246049.4;1.2824443203210831
select3;43300;470025.44;214369.6;1.635591258406639
select5;43300;414761.44;200917.48;1.3681494009494781
select7;43300;408342.04;217858.9;1.2936702162027358
select9;43300;432577.48;245984.74;1.298951083421707
select3;43400;466823.38;213953.6;1.6353298819065094
select5;43400;412741.44;201247.58;1.3677309405803681
select7;43400;414914.16;219040.86;1.2985273778438569
select9;43400;436954.34;246430.9;1.286373620033264
select3;43500;470031.3;214280.96;1.64100341796875
select5;43500;416075.58;202334.76;1.372212198972702
select7;43500;417201.94;220215.2;1.3000788408517838
select9;43500;434646.86;247056.5;1.3036542636156083
select3;43600;473559.6;215452.76;1.6610466575622558
select5;43600;416916.82;202347.36;1.373994421362877
select7;43600;415322.36;219896.42;1.3049075609445573
select9;43600;436499.12;248457.46;1.29572291970253
select3;43700;475164.3;215871.0;1.65851420044899
select5;43700;414998.58;203013.94;1.3847199589014054
select7;43700;416443.32;221497.28;1.3136083614826202
select9;43700;432471.4;246390.02;1.2942889785766603
select3;43800;470032.7;216249.9;1.656267842054367
select5;43800;415055.76;202499.36;1.3784750401973724
select7;43800;417444.92;221759.04;1.3135721611976623
select9;43800;438604.84;247419.62;1.297962060570717
select3;43900;472573.7;217131.56;1.6647822612524033
select5;43900;422208.56;204871.22;1.391611578464508
select7;43900;419575.64;222559.46;1.3181193381547929
select9;43900;436452.98;249582.44;1.3030586630105971
select3;44000;475406.76;218075.18;1.6642639774084091
select5;44000;420603.6;204466.5;1.3888695389032364
select7;44000;418072.64;222428.16;1.3188732433319093
select9;44000;441790.1;250426.04;1.3080919182300568
select3;44100;472195.64;217686.54;1.6611861807107926
select5;44100;418891.98;204529.8;1.3871386182308196
select7;44100;423302.42;223999.06;1.3239648395776749
select9;44100;444099.28;250718.98;1.3102982610464096
select3;44200;479121.84;218937.72;1.6845080208778382
select5;44200;420165.08;205856.48;1.3996529972553253
select7;44200;423645.2;223275.04;1.3313227623701096
select9;44200;442514.08;251981.16;1.3188064765930176
select3;44300;480463.64;219692.32;1.673741521835327
select5;44300;422888.4;206246.48;1.400935601592064
select7;44300;428522.92;225653.4;1.3296353578567506
select9;44300;444627.62;253424.32;1.314596797823906
select3;44400;479462.78;220263.12;1.6959643000364304
select5;44400;422659.04;206815.16;1.4064726215600967
select7;44400;427704.62;225097.74;1.3289942622184754
select9;44400;444422.22;252511.4;1.3176703035831452
select3;44500;474087.72;220202.64;1.6804681611061096
select5;44500;426260.12;207906.22;1.4093263000249863
select7;44500;425390.5;223980.02;1.3352206009626388
select9;44500;446872.5;253157.44;1.3213661217689514
select3;44600;482383.72;220877.12;1.688470742702484
select5;44600;426242.5;208615.86;1.4081841576099396
select7;44600;424819.46;225880.72;1.331366919875145
select9;44600;444726.62;252577.34;1.3256642830371856
select3;44700;485839.94;221161.98;1.7072818380594255
select5;44700;423809.92;208015.66;1.4088218623399735
select7;44700;425791.42;225865.28;1.3374549758434295
select9;44700;446308.46;253760.86;1.3463916808366776
select3;44800;481374.06;220731.12;1.6882579189538955
select5;44800;423743.72;208863.86;1.410407419204712
select7;44800;431254.44;225045.34;1.3389587199687958
select9;44800;449496.16;253897.94;1.3315630227327346
select3;44900;486899.24;222527.56;1.7017852807044982
select5;44900;427875.74;210059.52;1.4176342630386352
select7;44900;432874.52;227183.18;1.3466958785057068
select9;44900;454852.46;256226.94;1.3351371800899505
select3;45000;479035.28;221380.92;1.6951123601198197
select5;45000;428524.52;209588.44;1.4224406802654266
select7;45000;427884.7;227540.36;1.3508747392892837
select9;45000;446625.42;256388.64;1.3367697018384934
select3;45100;485033.22;221691.86;1.6922188985347748
select5;45100;429227.3;208588.54;1.4127716010808944
select7;45100;433348.3;227809.64;1.352404822707176
select9;45100;450058.26;257318.44;1.3406262183189392
select3;45200;487916.64;222671.68;1.7065123790502548
select5;45200;434179.4;210489.64;1.42735455930233
select7;45200;436813.08;228609.72;1.3583077615499497
select9;45200;452192.36;257614.76;1.3452457189559937
select3;45300;487602.36;224584.52;1.716261618733406
select5;45300;433237.1;211041.62;1.43248200237751
select7;45300;437184.12;229756.26;1.3614418393373489
select9;45300;453185.68;258358.48;1.3500535380840302
select3;45400;485402.72;224579.88;1.7314579594135284
select5;45400;437587.26;211225.58;1.4412793815135956
select7;45400;435144.04;229770.62;1.3635433226823808
select9;45400;454684.04;259041.9;1.350114004611969
select3;45500;494467.92;225228.3;1.724271120429039
select5;45500;428920.66;213028.14;1.4381510996818543
select7;45500;440410.0;231350.12;1.3676151216030121
select9;45500;450760.9;255753.36;1.3474776768684387
select3;45600;496164.6;225828.96;1.7224838995933534
select5;45600;436563.44;211843.6;1.4350060206651687
select7;45600;438382.54;231385.38;1.3668198794126512
select9;45600;456231.68;260447.08;1.3554995626211166
select3;45700;486836.92;225851.8;1.7249766784906386
select5;45700;434759.42;213314.6;1.4427009809017182
select7;45700;433858.54;231576.52;1.363234179019928
select9;45700;456379.4;258750.54;1.3587424010038376
select3;45800;494764.34;226995.86;1.733242781162262
select5;45800;435998.8;212359.6;1.4437305396795272
select7;45800;433855.84;232360.74;1.3733049184083939
select9;45800;458701.02;260131.58;1.3583142000436783
select3;45900;501032.94;227637.5;1.734400417804718
select5;45900;439745.3;213755.64;1.4441222405433656
select7;45900;438053.26;231940.82;1.3735678392648696
select9;45900;459565.48;261612.84;1.3695317816734314
select3;46000;493740.72;227824.24;1.7398241770267486
select5;46000;439879.52;214362.84;1.4560688835382463
select7;46000;444990.74;233358.86;1.3859070175886155
select9;46000;459016.68;261471.06;1.3740693992376327
select3;46100;500119.96;228258.72;1.745066418647766
select5;46100;436500.2;213664.46;1.4462771570682527
select7;46100;441215.48;232293.9;1.3783586812019348
select9;46100;463935.08;263171.04;1.3729570835828782
select3;46200;500205.3;228941.52;1.747730718255043
select5;46200;440140.64;214948.32;1.4583673006296158
select7;46200;441547.52;233250.92;1.384681778550148
select9;46200;461689.92;263228.4;1.3737486213445664
select3;46300;499372.68;228342.26;1.7535883408784867
select5;46300;441726.02;215147.2;1.4686845993995667
select7;46300;437933.22;233450.14;1.383761440515518
select9;46300;466057.36;263276.04;1.37777813911438
select3;46400;501443.56;230643.04;1.7557636004686357
select5;46400;441566.62;216294.96;1.4672621405124664
select7;46400;444186.52;234623.58;1.3914474403858186
select9;46400;461280.68;263151.38;1.3739208191633225
select3;46500;499559.94;229614.12;1.7564697974920274
select5;46500;443774.74;216836.82;1.4706822425127029
select7;46500;442046.2;235324.48;1.3947675001621247
select9;46500;458285.56;263466.52;1.3753284007310866
select3;46600;504864.18;230648.9;1.7661792206764222
select5;46600;447456.84;217555.0;1.4722534221410752
select7;46600;446140.82;235626.74;1.3965014600753785
select9;46600;464120.9;264903.06;1.377219738960266
select3;46700;502311.6;230609.84;1.7627450799942017
select5;46700;445270.2;216345.14;1.4677041393518448
select7;46700;443843.9;236037.42;1.3929042214155196
select9;46700;470222.68;265236.78;1.3860451978445054
select3;46800;506012.98;231135.44;1.7677809208631516
select5;46800;446372.76;217028.68;1.475746560692787
select7;46800;442096.54;236320.18;1.398128479719162
select9;46800;469445.58;265901.1;1.3922931814193726
select3;46900;507956.64;233123.96;1.7767472386360168
select5;46900;452972.38;218501.42;1.4810187011957168
select7;46900;447692.46;237915.0;1.3995855003595352
select9;46900;473634.86;266500.12;1.3956443989276885
select3;47000;510694.74;232810.34;1.783202998638153
select5;47000;449278.62;219257.4;1.4911698031425475
select7;47000;450372.88;239046.44;1.411542557477951
select9;47000;471306.22;267722.68;1.3977683794498443
select3;47100;512539.76;234008.82;1.7926736211776733
select5;47100;445166.26;219373.98;1.4850727015733718
select7;47100;452164.34;238357.66;1.4120497393608094
select9;47100;472053.84;267768.36;1.399951840043068
select3;47200;510195.22;233565.64;1.7980853825807572
select5;47200;449757.26;218890.74;1.493119239807129
select7;47200;451646.06;237632.48;1.4129981607198716
select9;47200;473396.84;268998.0;1.4022489809989929
select3;47300;513945.36;235496.56;1.800066620707512
select5;47300;451076.38;220441.92;1.5006165796518325
select7;47300;452396.78;239566.74;1.418036880493164
select9;47300;472655.8;268350.42;1.405903440117836
select3;47400;511195.1;235442.4;1.7962336987257004
select5;47400;448146.1;220881.9;1.4959375792741776
select7;47400;452484.7;238626.12;1.4189178597927095
select9;47400;472728.68;271269.76;1.4094069588184357
select3;47500;515799.04;235802.32;1.834917898774147
select5;47500;451285.18;221364.24;1.5114859384298325
select7;47500;453136.14;239542.46;1.4404735189676285
select9;47500;479339.04;271136.44;1.426498340368271
select3;47600;514525.8;235128.18;1.806958459019661
select5;47600;456047.76;221789.36;1.508804361820221
select7;47600;453391.98;240095.78;1.426452459692955
select9;47600;471675.6;269053.78;1.4105683803558349
select3;47700;513453.68;235769.3;1.8057450014352798
select5;47700;454851.28;221882.88;1.5053523588180542
select7;47700;459450.72;241104.88;1.4335434800386428
select9;47700;475160.22;270147.16;1.4156413781642914
select3;47800;513557.54;236008.98;1.8066132766008378
select5;47800;450296.24;222307.88;1.5057171809673309
select7;47800;459021.2;242412.76;1.4350082594156266
select9;47800;475858.9;270781.3;1.4152323615550995
select3;47900;522959.14;236684.76;1.8166173607110978
select5;47900;459574.08;223147.26;1.5181370615959167
select7;47900;461733.96;242191.52;1.4389317190647126
select9;47900;483262.48;272412.0;1.4291403818130493
select3;48000;521824.64;238374.12;1.824799901843071
select5;48000;458310.46;222580.62;1.5168274211883546
select7;48000;460213.66;241795.9;1.4369751024246216
select9;48000;479328.0;273132.7;1.4253920197486878
select3;48100;517341.58;237595.24;1.8377537196874618
select5;48100;459222.94;223945.66;1.520027402639389
select7;48100;460428.22;244415.96;1.4421883177757264
select9;48100;485224.8;274884.46;1.428705140352249
select3;48200;516010.64;238724.22;1.841054961681366
select5;48200;460993.96;225090.5;1.5279732805490494
select7;48200;465333.62;245177.08;1.446506816148758
select9;48200;480796.9;273264.32;1.4309585362672805
select3;48300;522681.8;239428.96;1.8255262982845306
select5;48300;459158.86;225216.48;1.524997181892395
select7;48300;463019.38;244848.96;1.4421352809667587
select9;48300;482970.48;274013.44;1.4258835995197296
select3;48400;521575.42;239869.42;1.8270990008115768
select5;48400;455774.62;225143.08;1.52295795917511
select7;48400;460325.92;243876.48;1.4453260576725007
select9;48400;486604.32;276854.5;1.4373978400230407
select3;48500;526880.44;240322.96;1.834415722489357
select5;48500;461704.06;225995.02;1.529199879169464
select7;48500;463831.68;245362.12;1.4466149002313613
select9;48500;483279.58;275543.2;1.4317835175991058
select3;48600;528039.6;241331.48;1.841865158677101
select5;48600;471055.6;227014.72;1.5427462840080262
select7;48600;463986.6;245017.18;1.4483555418252945
select9;48600;487082.58;278430.12;1.4689297777414323
select3;48700;526193.5;240440.48;1.853963919878006
select5;48700;465807.32;227065.2;1.5397967809438706
select7;48700;467977.26;246273.94;1.4565462809801102
select9;48700;487078.98;276773.52;1.4468520206212998
select3;48800;529911.06;241265.68;1.8520016008615494
select5;48800;467742.72;227193.32;1.5382535791397094
select7;48800;465758.14;246265.16;1.4512825775146485
select9;48800;486294.68;276510.92;1.4425269770622253
select3;48900;528269.88;242883.0;1.8707177609205246
select5;48900;466526.12;226733.9;1.5420344167947768
select7;48900;461492.64;247795.22;1.458173702955246
select9;48900;493846.12;279006.58;1.4498915410041808
select3;49000;528178.88;241841.58;1.847078179717064
select5;49000;470185.74;228950.66;1.55086284160614
select7;49000;472353.5;248049.08;1.4647314620018006
select9;49000;495733.6;279921.0;1.4531185406446456
select3;49100;531848.62;243423.88;1.8627190792560577
select5;49100;474045.58;229761.12;1.562894737124443
select7;49100;471339.14;247176.18;1.4655790579319001
select9;49100;491429.46;279735.32;1.4507358193397522
select3;49200;528309.28;242512.22;1.8660536193847657
select5;49200;472965.64;228636.02;1.5560203397274017
select7;49200;470408.58;248290.36;1.4673994201421738
select9;49200;487662.04;277429.0;1.45169519841671
select3;49300;535836.22;244961.42;1.8695089381933212
select5;49300;473801.9;228463.9;1.5520177602767944
select7;49300;470737.86;248006.64;1.4717408621311188
select9;49300;493262.38;279806.12;1.459337420463562
select3;49400;527832.64;244781.12;1.8609017580747604
select5;49400;469075.5;229823.48;1.5545875012874604
select7;49400;472548.0;249818.96;1.4743689554929733
select9;49400;497442.84;279590.22;1.4609409016370773
select3;49500;528346.7;244608.64;1.8591170239448547
select5;49500;472922.04;230544.1;1.5580349999666214
select7;49500;473108.92;250945.5;1.4777995014190675
select9;49500;487716.22;278265.18;1.4540572601556778
select3;49600;539722.58;245579.52;1.874828981757164
select5;49600;475352.58;231118.82;1.564123141169548
select7;49600;473942.0;250264.94;1.4767845410108567
select9;49600;494245.18;282674.68;1.4658848994970322
select3;49700;540179.62;245088.1;1.8718829560279846
select5;49700;472126.86;232196.82;1.5658460015058517
select7;49700;478743.5;251499.46;1.4821616590023041
select9;49700;498044.32;283932.76;1.4714540791511537
select3;49800;530585.72;246659.72;1.8850976157188415
select5;49800;479459.22;232077.12;1.5781750178337097
select7;49800;475563.74;250750.12;1.4911645829677582
select9;49800;498071.38;283461.26;1.4736937993764878
select3;49900;543306.28;247666.88;1.9007994598150253
select5;49900;476070.82;232870.06;1.5698187571763993
select7;49900;474211.56;253014.6;1.4872012221813202
select9;49900;502670.62;285116.12;1.4815008997917176
select3;50000;539640.18;247215.16;1.8798317593336105
select5;50000;476109.64;233167.44;1.5763452178239823
select7;50000;479165.16;253809.2;1.4952223795652388
select9;50000;500291.52;286643.64;1.483938518166542
